name,price,status,shipping,free_returns,items_sold
Nikon EM 35mm SLR Camera Leather Case Strap and Autowinder Flash Nikon 50mm Lens,9119,Pre-Owned,2175,True,0
Kodak 4100 IX Advantix Zoom camera Used Film Old School Photography -new Battery,1295,Pre-Owned,700,False,0
Asahi Pentax Spotmatic SP  M42 Mount 35mm Camera Body Chrome CLA New Seals,8900,Pre-Owned,1765,False,0
Canon AE1 Program 35mm Film Camera With Sigma Zoom KII ,15500,Pre-Owned,1499,False,0
Pentax ZX-30 35mm Film Camera - with 28-80mm lens - tested and works w/o film,2897,Pre-Owned,797,False,0
Olympus Infinity Stylus Epic Zoom 80 35mm Point & Shoot Camera,16999,Pre-Owned,0,False,0
Nikon N6006 35mm Film Camera SLR Camera AF Nikkor 35-70mm Lens f3.3-4.5,7499,Pre-Owned,1562,True,0
Ricoh Auto Half S [Excellent] 35mm Half Frame Film Camera 25mm F/2.8 from JAPAN,7399,Pre-Owned,2400,False,0
Minolta Maxxum Dynax 9 xi 35mm Film Camera w/ 35-80mm Lens [EXC] From Japan,9499,Pre-Owned,0,False,0
Canon Sure Shot 70 Zoom Date AF 35mm Point & Shoot Film Camera Tested,8900,Pre-Owned,1525,False,0
Chrome Pentax KX w/ Pentax 50mm lens - What K1000 should have been,26828,Very Good - Refurbished,,True,0
MINOLTA Super A Rangefinder Camera with Super Rokkor 1:2 f=5 cm Lens,21999,Pre-Owned,2075,False,0
Vintage original CANON F-1 sales brochure – excellent condition!,1488,Pre-Owned,477,False,0
THATONE Street Point & Shoot Film Camera Black Built-in Flash with Carrying Case,7000,Pre-Owned,926,False,0
Canon AE-1 SLR Film Camera - Black,17500,Pre-Owned,1101,False,0
Tested RARE ! [Exc+5] Konica L 35mm Rangeefinder Film Camera From JAPAN,6299,Pre-Owned,1500,False,0
🎦 [Exc+5] OLYMPUS PEN F 35mm Half Frame G.ZUIKO AUTO-S 40mm f1.4 From JAPAN,25999,Pre-Owned,3500,True,0
Olympus Infinity Zoom 2000 35mm Point & Shoot Film Camera 38-70mm Zoom Tested,3497,Pre-Owned,920,True,0
Vintage Petri FTE 35mm Film Camera Body,1495,Pre-Owned,1000,False,0
Canon E.P mark Unknown Model Silver Camera Brown Case Extra Lens Japan #199623,29999,Pre-Owned,2245,False,0
Pentax IQZoom 115-S 35mm Camera - Asahi Japan - Power Tested / Working Flash,3499,Pre-Owned,0,False,0
⏯️Canon AE-1 Black SLR Film Camera + FD 50mm f/1.4 S.S.C. Lens JAPAN [NEAR MINT],17900,Pre-Owned,2000,True,0
Vtg Canon Sure Shot Telemax 38/70mm Point & Shoot Film Camera WORKS w Film Case,16449,Pre-Owned,746,False,0
【MINT】 Nikon FE Black Film Camera 35mm SLR Ai Nikkor 50mm F/1.8 Lens From JAPAN,24999,Pre-Owned,3999,True,0
[1-Yr Warranty] Canon Autoboy Luna Panorama Ai AF Point & Shoot From JAPAN,10499,Very Good - Refurbished,0,True,0
New Nikon FG Black 35mm SLR Film Camera Body Only,35000,Open Box,,False,0
Pentax Super Program 35mm Film SLR Camera Body (For Parts/Repair),1500,Parts Only,0,False,0
Nikon Nikkormat  Film Camera Body - Estate Sale,999,Pre-Owned,1195,False,0
